Note Names from C	Number Of Notes In Scale	Ascending Note Positions in Scale	Binary 12notes 1&0	Pitch Set binary	Name Of Scale	Alternative Scale Names	Flatmost Note	PitchSet Notation 12 edo	PositionOfTonic	Sharpmost Note	Composer	Reference Url	WorkExample
C Eb E F F# A Bb B .	8	1 3b 3 4 4# 6 7b 7 .	100111100111	2535	Messiaen Mode 4 Inverse		Eb	0 3 4 5 6 9 10 11	4	F#		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C Db D Eb Gb G Ab A .	8	1 2b 2 3b 5b 5 6b 6 .	111100111100	3900	"Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 Messiaen Mode 4 (all flats Eb-Gb)
 
 
 "		Gb	0 1 2 3 6 7 8 9	7	A		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C C# D F F# G G# .	7	1 1# 2 4 4# 5 5# .	111001111000	3704	Theoretical - No Known Name		F	0 1 2 5 6 7 8	2	G#			
C Eb E F F# Bb B .	7	1 3b 3 4 4# 7b 7 .	100111100011	2531	Theoretical - No Known Name		Eb	0 3 4 5 6 10 11	4	F#			
C Eb E F F# Bb .	6	1 3b 3 4 4# 7b .	100111100010	2530	Theoretical - No Known Name		Eb	0 3 4 5 6 10	4	F#			
C D D# F# G G# A .	7	1 2 2# 4# 5 5# 6 .	101100111100	2876	Mela Syamalangi (India)		C	0 2 3 6 7 8 9	1	D#			
C C# D F G G# B .	7	1 1# 2 4 5 5# 7 .	111001011001	3673	Mela Ganamurti (India)		F	0 1 2 5 7 8 11	2	G#			
C C# E F F# G Bb .	7	1 1# 3 4 4# 5 7b .	110011110010	3314	Theoretical - No Known Name		Bb	0 1 4 5 6 7 10	3	C#			
C Eb F F# A Bb B .	7	1 3b 4 4# 6 7b 7 .	100101100111	2407	Theoretical - No Known Name		Eb	0 3 4 5 9 10 11	4	F#			
C D D# F# G A .	6	1 2 2# 4# 5 6 .	101100110100	2868	Raga Vijayanagari		C	0 2 3 6 7 9	1	D#			
C C# E F G Bb .	6	1 1# 3 4 5 6# .	110011010010	3282	Theoretical - No Known Name		Bb	0 1 4 5 7 10	3	C#			
C Eb F F# A Bb .	6	1 3b 4 4# 6 7b .	100101100110	2406	Theoretical - No Known Name		Eb	0 3 4 5 9 10	4	F#			
C Eb E F F# A Bb .	7	1 3b 3 4 4# 6 7b .	100111100110	2534	Theoretical - No Known Name		Eb	0 3 4 5 6 9 10	4	F#			
C C# D E F F# G G# .	8	1 1# 2 3 4 4# 5 5# .	111011111000	3832	Theoretical - No Known Name		F	0 1 2 4 5 6 7 8	2	G#			
C C# F F# G A Bb B .	8	1 1# 4 4# 5 6 7b 7 .	110001110111	3191	Theoretical - No Known Name		Bb	0 1 5 6 7 9 10 11	3	C#			
C D Eb E F F# Bb B .	8	1 2 3b 3 4 4# 7b 7 .	101111100011	3043	Theoretical - No Known Name		Eb	0 2 3 4 5 6 10 11	4	B			
C Db Eb Fb F Gb G Cb .	8	1 2b 3b 4b 4 5b 5 8b .	110111110001	3569	Theoretical - No Known Name		Fb	0 1 3 4 5 6 7 11	9	G			
C C# D E F G G# .	7	1 1# 2 3 4 5 5# .	111011011000	3800	Theoretical - No Known Name		F	0 1 2 4 5 7 8	2	G#			
C C# F F# G A Bb .	7	1 1# 4 4# 5 6 7b .	110001110110	3190	Theoretical - No Known Name		Bb	0 1 5 6 7 9 10	3	C#			
C Db Eb Fb Gb G Cb .	7	1 2b 3b 4b 5b 5 8b .	110110110001	3505	Theoretical - No Known Name		Fb	0 1 3 4 6 7 11	9	G			
C D E F G G# .	6	1 2 3 4 5 5# .	101011011000	2776	Theoretical - No Known Name		F	0 2 4 5 7 8	2	G#			
C D E F F# G G# .	7	1 2 3 4 4# 5 #5 .	101011111000	2808	Theoretical - No Known Name		F	0 2 4 5 6 7 8	2	G#			
C D Eb E F F# Bb .	7	1 2 3b 3 4 4# 7b .	101111100010	3042	Theoretical - No Known Name		Eb	0 2 3 4 5 6 10	4	F#			
C C# D E F G G# B .	8	1 1# 2 3 4 5 5# 7 .	111011011001	3801	Theoretical - No Known Name		F	0 1 2 4 5 7 8 11	2	G#			
C C# E F F# G A Bb .	8	1 1# 3 4 4# 5 6 7b .	110011110110	3318	Theoretical - No Known Name		Bb	0 1 4 5 6 7 9 10	3	C#			
C Db Eb E G Ab A Bb .	8	1 2b 3b 4b 5 6b 6 7b .	110110011110	3486	Theoretical - No Known Name		Db	0 1 3 4 7 8 9 10	6	E			
C Db D Eb F Gb Ab A .	8	1 2b 2 3b 4 5b 6b 7bb .	111101101100	3948	Theoretical - No Known Name		Gb	0 1 2 3 5 6 8 9	7	A			
C Db Eb Fb Gb G Bb Cb .	8	1 2b 3b 4b 5b 5 7b 8b .	110110110011	3507	Theoretical - No Known Name		Fb	0 1 3 4 6 7 10 11	9	G			
C D Eb F A Bb B .	7	1 2 3b 4 6 7b 7 .	101101000111	2887	Theoretical - No Known Name		Eb	0 2 3 5 9 10 11	4	B			
C Db Eb E G Ab Bb .	7	1 2b 3b 4b 5 6b 7b .	110110011010	3482	Indian, Phrygian dim 4th		Db	0 1 3 4 7 8 10	6	E			
C C# D D# F# G A B .	8	1 1# 2 2# 4# 5 6 7 .	111100110101	3893	Theoretical - No Known Name		C	0 1 2 3 6 7 9 11	1	D#			
C D Eb E F F# A Bb .	8	1 2 3b 3 4 4# 6 7b .	101111100110	3046	Theoretical - No Known Name		Eb	0 2 3 4 5 6 9 10	4	F#			
C Db Eb F Gb G Ab A .	8	1 2b 3b 4 5b 6b 6 .	110101111100	3452	Theoretical - No Known Name		Gb	0 1 3 5 6 7 8 9	7	A			
C Db Eb Fb F Gb Bbb Bb Cb .	9	1 2b 3b 4b 4 5b 7bb 7b 8b .	110111100111	3559	Theoretical - No Known Name		Bbb	0 1 3 4 5 6 9 10 11	10	C			
C C# D F F# G G# A B .	9	1 1# 2 4 4# 5 5# 6 7 .	111001111101	3709	Theoretical - No Known Name		F	0 1 2 5 6 7 8 9 11	2	G#			
C Eb E F F# G A Bb B .	9	1 3b 3 4 4# 5 6 7b 7 .	100111110111	2551	Theoretical - No Known Name		Eb	0 3 4 5 6 7 9 10 11	4	F#			
C D Eb E F Ab A Bb B .	9	1 2 3b 3 4 6b 6 7b 7 .	101111001111	3023	Theoretical - No Known Name		Ab	0 2 3 4 5 8 9 10 11	5	B			
C Db D Eb F Gb G Ab Cb .	9	1 2b 2 3b 4 5b 5 6b 8b .	111101111001	3961	Theoretical - No Known Name		Cb	0 1 2 3 5 6 7 8 11	8	D			
C C# D D# E G G# A .	8	1 1# 2 2# 3 5 5# 6 .	111110011100	3996	Theoretical - No Known Name		C	0 1 2 3 7 8 9	1	D#			
C C# D F F# G G# A .	8	1 1# 2 4 4# 5 5# 6 .	111001111100	3708	Theoretical - No Known Name		F	0 1 2 5 6 7 8 9	2	G#			
C C# D F F# G Bb B .	8	1 1# 2 4 4# 5 7b 7 .	111001110011	3699	Theoretical - No Known Name		Bb	0 1 2 5 6 7 10 11	3	C#			
C Eb E F F# G Bb B .	8	1 3b 3 4 4# 5 7b 7 .	100111110011	2547	Theoretical - No Known Name		Eb	0 3 4 5 6 7 10 11	4	F#			
C D D# E G G# A .	7	1 2 2# 3 5 5# 6 .	101110011100	2972	Chromatic Hypodorian		C	0 2 3 4 7 8 9	1	D#			
C C# D F G G# A .	7	1 1# 2 4 5 5# 6 .	111001011100	3676	Chromatic Dorian	Raga Kanakambari (India)	F	0 1 2 5 7 8 9	2	G#			
C C# D F F# G Bb .	7	1 1# 2 4 4# 5 7b .	111001110010	3698	Chromatic Mixolydian		Bb	0 1 2 5 6 7 10	3	C#			
C D D# E G A .	6	1 2 2# 3 5 6 .	101110010100	2964	Major Blues (as 7/23/4 in 12edo)	Blues Dorian Hexatonic	C	0 2 3 4 7 9	1	D#			
C Eb F F# G Bb .	6	1 3b 4 4# 5 7b .	100101110010	2418	Blues Minor ( same as 7/23/7 in 12edo)		Eb	0 3 5 6 7 10	4	F#			
C C# D D# E G A .	7	1 1# 2 2# 3 5 6 .	111110010100	3988	Theoretical - No Known Name		C	0 1 2 3 7 9	1	D#			
C C# D F G Bb B .	7	1 1# 2 4 5 7b 7 .	111001010011	3667	Mela Tanarupi (India)		Bb	0 1 2 5 7 10 11	3	C#			
C Eb E F F# G Bb .	7	1 3b 3 4 4# 5 7b .	100111110010	2546	Theoretical - No Known Name		Eb	0 3 4 5 6 7 10	4	F#			
C Eb F Ab A Bb B .	7	1 3b 4 6b 6 7b 7 .	100101001111	2383	Theoretical - No Known Name		Ab	0 3 5 8 9 10 11	5	B			
C D D# F# G G# A B .	8	1 2 2# 4# 5 5# 6 7 .	101100111101	2877	Theoretical - No Known Name		C	0 2 3 6 7 8 9 11	1	D#			
C Db Eb Fb F Gb Bbb Cb .	8	1 2b 3b 4b 4 5b 7bb 8b .	110111100101	3557	Theoretical - No Known Name		Bbb	0 1 3 4 5 6 9 11	10	C			
C C# D F G G# A B .	8	1 1# 2 4 5 5# 6 7 .	111001011101	3677	Theoretical - No Known Name		F	0 1 2 5 7 8 9 11	2	G#			
C Eb F F# G A Bb B .	8	1 3b 4 4# 5 6 7b 7 .	100101110111	2423	Theoretical - No Known Name		eb	0 3 5 6 7 9 10 11	4	F#			
C D Eb E F Ab Bb B .	8	1 2 3b 3 4 6b 7b 7 .	101111001011	3019	Theoretical - No Known Name		Ab	0 2 3 4 5 8 10 11	5	B			
C Db Eb Fb Gb Bbb Cb .	7	1 2b 3b 4b 5b 7bb 8b .	110110100101	3493	Theoretical - No Known Name		Bbb	0 1 3 4 6 9 11	10	C			
C Eb F F# G A Bb .	7	1 3b 4 4# 5 6 7b .	100101110110	2422	Blues Heptatonic		Eb	0 3 5 6 7 9 10	4	F#			
C D Eb F Ab Bb B .	7	1 2 3b 4 6b 7b 7 .	101101001011	2891	Theoretical - No Known Name		Ab	0 2 3 5 8 10 11	5	B			
C Db Eb Fb Gb Bbb Bb Cb .	8	1 2b 3b 4b 5b 7bb 7b 8b .	110110100111	3495	Theoretical - No Known Name		Bbb	0 1 3 4 6 9 10 11	10	C			
C Eb E F F# G A Bb .	8	1 3b 3 4 4# 5 6 7b .	100111110110	2550	Theoretical - No Known Name		Eb	0 3 4 5 6 7 9 10	4	F#			
C D Eb F Ab A Bb B .	8	1 2 3b 4 6b 6 7b 7 .	101101001111	2895	Theoretical - No Known Name		Ab	0 2 3 5 8 9 10 11	5	b			
C Db D Eb F Gb Ab Cb .	8	1 2b 2 3b 4 5b 6b 8b .	111101101001	3945	Theoretical - No Known Name		Cb	0 1 2 3 5 6 8 11	8	D			
C C# D D# E G G# A B .	9	1 1# 2 2# 3 5 5# 6 7 .	111110011101	3997	Theoretical - No Known Name		C	0 1 2 3 7 8 9 11	1	D#			
C C# D E F F# G G# A .	9	1 1# 2 3 4 4# 5 5# 6 .	111011111100	3836	Theoretical - No Known Name		F	0 1 2 4 5 6 7 8 9	2	G#			
C C# D F F# G A Bb B .	9	1 1# 2 4 4# 5 6 7b 7 .	111001110111	3703	Theoretical - No Known Name		Bb	0 1 2 5 6 7 9 10 11	3	C#			
C D Eb E F F# G Bb B .	9	1 2 3b 3 4 4# 5 7b 7 .	101111110011	3059	Theoretical - No Known Name		Eb	0 2 3 4 5 6 7 10 11	4	F#			
C Db Eb Fb F Gb G Ab Cb .	9	1 2b 3b 4b 4 5b 5 6b  8b .	110111111001	3577	Theoretical - No Known Name		Fb	0 1 3 4 5 6 7 8 11	9	G			
C C# D E F G G# A .	8	1 1# 2 3 4 5 5# 6 .	111011011100	3804	Theoretical - No Known Name		F	0 1 2 4 5 7 8 9	2	G#			
C C# D F F# G A Bb .	9	1 1# 2 4 4# 5 6 7b .	111001110110	3702	Theoretical - No Known Name		Bb	0 1 2 5 6 7 9 10	3	C#			
C D Eb F F# G Bb B .	8	1 2 3b 4 4# 5 7b 7 .	101101110011	2931	Theoretical - No Known Name		Eb	0 2 3 5 6 7 10 11	4	F#			
C Db Eb Fb Gb G Ab Cb .	8	1 2b 3b 4b 5b 5 6b 8b .	110110111001	3513	Theoretical - No Known Name		Fb	0 1 3 4 6 7 8 11	9	G			
C D E F G G# A .	7	1 2 3 4 5 5# 6 .	101011011100	2780	Major Bebop Heptatonic Mela Mararanjani (India)		F	0 2 4 5 7 8 9	2	G#			
C D Eb F F# G Bb .	7	1 2 3b 4 4# 5 7b .	101101110010	2930	Blues Modified		Eb	0 2 3 5 6 7 10	4	F#			
C Eb F G Ab Bb B .	7	1 3b 4 5 6b 7b 7 .	100101011011	2395	Theoretical - No Known Name		Ab	0 3 5 7 8 10 11	5	B			
C C# D D# E G A B .	8	1 1# 2 2# 3 5 6 7 .	111110010101	3989	Theoretical - No Known Name		C	0 1 2 3 7 9 11	1	D#			
C D E F F# G G# A .	8	1 2 3 4 4# 5 5# 6 .	101011111100	2812	Theoretical - No Known Name		F	0 2 4 5 6 7 8 9	2	G#			
C D Eb E F F# G Bb .	8	1 2 3b 3 4 4# 5 7b .	101111110010	3058	Theoretical - No Known Name		Eb	0 2 3 4 5 6 7 10	4	F#			
C Eb F G Ab A Bb B .	8	1 3b 4 5 6b 6 7b 7 .	100101011111	2399	Theoretical - No Known Name		Ab	0 3 5 7 8 9 10 11	5	B			
C Db Eb Fb F Gb Ab Bbb Cb .	9	1 2b 3b 4b 4 5b 6b 7bb 8b .	110111101101	3565	Theoretical - No Known Name		Bbb	0 1 3 4 5 6 8 9 11	10	C			
C C# D E F G G# A B .	9	1 1# 2 3 4 5 5# 6 7 .	111011011101	3805	Chromatic Permuted Diatonic Dorian		F	0 1 2 4 5 7 8 9 11	2	G#			
C C# D E F F# G A Bb .	9	1 1# 2 3 4 4# 5 6 7b .	111011110110	3830	Youlan (China) 2# 4# 7b		Bb	0 1 2 4 5 6 7 9 10 	3	C#			
C D Eb F F# G A Bb B .	9	1 2 3b 4 4# 5 6 7b 7 .	101101110111	2935	Theoretical - No Known Name		Eb	0 2 3 5 6 7 9 10 11	4	F#			
C D Eb E F G Ab Bb B .	9	1 2 3b 3 4 5 6b 7b 7 .	101111011011	3035	Theoretical - No Known Name		Ab	0 2 3 4 5 7 8 10 11	5	B			
C Db D Eb F Gb Ab A Bb .	9	1 2b 2 3b 4 5b 6b 6 7b .	111101101110	3950	Theoretical - No Known Name		Gb	0 1 2 3 5 6 8 9 10	7	A			
C Db Eb Fb Gb G Ab Bb Cb .	9	1 2b 3b 4b 5b 5 6b 7b 8b .	110110111011	3515	Theoretical - No Known Name		Fb	0 1 3 4 6 7 8 10 11	9	G			
C Db Eb Fb Gb Ab Bbb Cb .	8	1 2b 3b 4b 5b 6b 7bb 8b .	110110101101	3501	Magen Abot (Israel) all flat		Bbb	0 1 3 4 6 8 9 11	10	C			
C D E F G G# A B .	8	1 2 3 4 5 5# 6 7 .	101011011101	2781	Major Bebop		F	0 2 4 5 7 8 9 11	2	G#			
C C# D E F G A Bb .	8	1 1# 2 3 4 5 6 7b .	111011010110	3798	Theoretical - No Known Name		Bb	0 1 2 4 5 7 9 10	3	C#			
C D Eb F G Ab Bb B .	8	1 2 3b 4 5 6b 7b 7 .	101101011011	2907	Utility minor 14/38911121314/5 in 12edo)	Raga Suha (India) Gregorian Scale 4	Ab	0 2 3 5 7 8 10 11	5	B			
C Db Eb F Gb Ab A Bb .	8	1 2b 3b 4 5b 5b 6 7b .	110101101110	3438	Theoretical - No Known Name		Gb	0 1 3 5 6 8 9 10	7	A			
C Db Eb Fb Gb Ab Bbb Bb Cb .	9	1 2b 3b 4b 5b 6b 7bb 7b 8b .	110110101111	3503	Theoretical - No Known Name		Bbb	0 1 3 4 6 8 9 10 11	10	C			
C D E F F# G G# A B .	9	1 2 3 4 4# 5 5# 6 7 .	101011111101	2813	Theoretical - No Known Name		F	0 2 4 5 6 7 8 9 11	2	G#			
C C# D E F G Bb B .	8	1 1# 2 3 4 5 7b 7 .	111011010011	3795	Theoretical - No Known Name		Bb	0 1 2 4 5 7 10 11	3	C#			
C D Eb F G Ab A Bb B .	9	1 2 3b 4 5 6b 6 7b 7 .	101101011111	2911	Full Minor all flats		Ab	0 2 3 5 7 8 9 10 11	5	B			
C Db Eb F Gb G Ab A Bb  .	9	1 2b 3b 4 5b 6b 6 7b .	110101111110	3454	Theoretical - No Known Name		Gb	0 1 3 5 6 7 8 9 10	7	A			
C Db D Eb F Gb Ab Bb Cb .	9	1 2b 2 3b 4 5b 6b 7b 8b .	111101101011	3947	Theoretical - No Known Name		Cb	0 1 2 3 5 6 8 10 11	8	D			
C C# D D# E F# G G# A A# B .	11	1 1# 2 2# 3 4# 5 5# 6 6# 7 .	111110111111	4031	All except F - 4		C	0 1 2 3 4 6 7 8 9 10 11	1	A#			
C Db Eb Fb F Gb G Ab Bbb Bb Cb .	11	1 2b 3b 4b 4 5b 5 6b 7bb 7b 8b .	110111111111	3583	All except D -2		Bbb	0 1 3 4 5 6 7 8 9 10 11	10	G			
C Db Ebb Eb Fb F Gb Ab Bbb Bb Cb .	11	1 2b 3bb 3b 4b 4 5b 6b 7bb 7b 8b .	110111111111	3583	All 12 notes except D -2 - 8 flats only naturals are C & F		Ebb	0 1 2 3 4 5 6 8 9 10 11	11	C			
C C# D D# E F F# G G# A B .	11	1 1# 2 2# 3 4 4# 5 5# 6 7 .	111111111101	4093	All except Bb - 7b all sharp		F	0 1 2 3 4 5 6 7 8 9 11	2	D#			
C C# D E F F# G G# A Bb B .	11	1 1# 2 3 4 4# 5 5# 6 7b 7 .	111011111111	3839	All except Eb - 3b		Bb	0 1 2 4 5 6 7 8 9 10 11	3	G#			
C C# D Eb E F F# G A Bb B .	11	1 1# 2 3b 3 4 4# 5 6 7b 7 .	111111110111	4087	All except G# - 5#		Eb	0 1 2 3 4 5 6 7 9 10 11	4	C#			
C D Eb E F F# G Ab A Bb B .	11	1 2 3b 3 4 4# 5 6b 6 7b 7 .	101111111111	3071	All except C# - 1#		Ab	0 2 3 4 5 6 7 8 9 10 11	5	B			
C Db D Eb E F G Ab A Bb B .	11	1 2b 2 3b 3 4 5 6b 6 7b 7 .	111111011111	4063	All except F# - 4#		Db	0 1 2 3 4 5 7 8 9 10 11	6	B			
C Db D Eb E F Gb G Ab A Bb .	11	1 2b 2 3b 3 4 5b 5 6b 6 7b .	111111111110	4094	All except B - 7 all flat		Gb	0 1 2 3 4 5 6 7 8 9 10	7	E			
C Db D Eb F Gb G Ab A Bb Cb .	11	1 2b 2 3b 4 5b 5 6b 6 7b 8b .	111101111111	3967	All except E - 3		Cb	0 1 2 3 5 6 7 8 9 10 11	8	A			
C Db D Eb Fb F Gb G Ab Bb Cb                             .	11	1 2b 2 3b 4b 4 5b 5 6b 7b 8b .	111111111011	4091	All except A - 6th  all flat		Fb	0 1 2 3 4 5 6 7 8 10 11	9	D			
C C# D E F# G G# A A# B .	10	1 1# 2 3 4# 5 5# 6 6# 7 .	111010111111	3775	Theoretical - No Known Name		C	0 1 2 4 6 7 8 9 10 11	1	A#			
C C# D D# E F F# G A B .	10	1 1# 2 2# 3 4 4# 5 6 7 .	111111110101	4085	Theoretical - No Known Name		F	0 1 2 3 4 5 6 7 9 11	2	D#			
C Db D Eb F G Ab A Bb B .	10	1 2b 2 3b 4 5 6b 6 7b 7 .	111101011111	3935	Theoretical - No Known Name		Db	0 1 2 3 5 7 8 9 10 11	6	B			
C Db Eb F Gb G Ab A Bb Cb .	10	1 2b 3b 4 5b 6b 6 7b 7 .	110101111111	3455	Theoretical - No Known Name		Cb	0 1 3 5 6 7 8 9 10 11	8	A			
C C# D D# E F# G# A A# B .	10	1 1# 2 2# 3 4# 5# 6 6# 7 .	111110101111	4015	Theoretical - No Known Name 5#¢s		C	0 1 2 3 4 6 8 9 10 11	1	A#			
C D E F F# G Ab A Bb B .	10	1 2 3 4 4# 5 6b 6 7b 7 .	101011111111	2815	Theoretical - No Known Name		Ab	0 2 4 5 6 7 8 9 10 11	5	F#			
C D Eb E F Gb G Ab A Bb .	10	1 2 3b 3 4 5b 5 6b 6 7b .	101111111110	3070	Theoretical - No Known Name		Gb	0 2 3 4 5 6 7 8 9 10	7	E			
C C# D E F# G# A A# B .	9	1 1# 2 3 4# 5# 6 6# 7 .	111010101111	3759	Theoretical - No Known Name		C	0 1 2 4 6 8 9 10 11	1	A#			
C D E F# G G# A A# B .	9	1 2 3 4# 5 5# 6 6# 7 .	101010111111	2751	Theoretical - No Known Name		Bb	0 2 4 6 7 8 9 10 11 	3	G#			
C D E F F# G Ab A Bb .	9	1 2 3 4 4# 5 6b 6 7b .	101011111110	2814	Theoretical - No Known Name		Ab	0 2 4 5 6 7 8 9 10	5	F#			
C Db D Eb F G A B .	8	1 2b 2 3b 4 5 6 7 .	111101010101	3925	Theoretical - No Known Name		Db	0 1 2 3 5 7 9 11	6	B			
C D Eb E F Gb G Ab Bb .	9	1 2 3b 3 4 5b 5 6b 7b .	101111111010	3066	Theoretical - No Known Name		Gb	0 2 3 4 5 6 7 8 10	7	E			
C Db D E F G A Bb B .	9	1 2b 2 3 4 5 6 7b 7 .	111011010111	3799	Chromatic Bebop		Db	0 1 2 4 5 7 9 10 11	6	B			
C C# E F# G# A A# B .	8	1 1# 3 4# 5# 6 6# 7 .	110010101111	3247	Theoretical - No Known Name		C	0 1 4 6 8 9 10 11	1	A#			
C Db D F G A Bb B .	8	1 2b 3b 4 5b 5 6b 7b 7 .	111001010111	3671	Theoretical - No Known Name		Db	0 1 2 5 7 9 10 11	6	B			
C C# E F# G# A# B .	7	1 1# 3 4# 5# 6# 7 .	110010101011	3243	Enigmatic Ascending (#1,#4,#5,#6)	as 15/23457891315/6 in 12edo	C	0 1 4 6 8 10 11	1	A#	Verdi		
C C# D# F# G# A# B .	7	1 1# 2# 4# 5# 6# 7 .	110100101011	3371	Enigmatic Minor (all #¢s)		C	0 1 3 6 8 10 11	1	A#			
C D# A# .	3	1 2# 6# .	100100000010	2306	Ute Tritone? (North America)		C	0 3 10	1	A#			
C A# .	2	1 6# .	100000000010	2050	Sharp Sixth Interval		C	0 10	1	A#			
C D# F# G# A# .	5	1 2# 4# 5# 6# .	100100101010	2346	Raga Harikauns (India) (Sharps)		C	0 3 6 8 10	1	A#			
C D# F# A# .	4	1 2# 4# 6# .	100100100010	2338	Messiaen Truncated D# F# A#		C	0 3 6 10	1	A#		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C F# A# .	3	1 4# 7b .	100000100010	2082	Theoretical - No Known Name		C	0 6 10	1	A#			
C E Gb G .	4	1 3 5b 5 .	100010110000	2224	C Major add (b5) chord	C (b5) chord	Gb	0 4 6 7	7	E			
C A# B .	3	1 6# 7 .	100000000011	2051	Sharp Sixth and Seventh		C	0 10 11	1	A#			
C C# A# B .	4	1 1# 6# 7 .	110000000011	3075	Theoretical - No Known Name		C	0 1 10 11	1	A#			
C D# F# G# A# B .	6	1 2# 4# 5# 6# 7 .	100100101011	2347	Theoretical - No Known Name		C	0 3 6 8 10 11	1	A#			
C F# A# B .	4	1 4# 6# 7 .	100000100011	2083	Theoretical - No Known Name		C	0 6 10 11	1	A#			
C C# D# E F# G# A# .	7	1 1# 2# 3 4# 5# 6# .	110110101010	3498	Super Locrian all sharps		C	0 1 3 4 6 8 10	1	A#			
C C# E F# G# A# .	6	1 1# 3 4# 5# 6# .	110010101010	3242	Theoretical - No Known Name		C	0 1 4 6 8 10	1	A#			
C C# E G# A# .	5	1 1# 3 5# 6# .	110010001010	3210	Theoretical - No Known Name		C	0 1 4 8 10	1	A#			
C D E Gb A Bb .	6	1 2 3 5b 6 7b .	101010100110	2726	Prometheus ( same as 8/248/3 in 12edo)		Gb	0 2 4 6 9 10	7	E			
C E F# G# A# .	5	1 3 4# 5# 6# .	100010101010	2218	Theoretical - No Known Name		C	0 4 6 8 10	1	A#			
C D E Gb Bb .	5	1 2 3 5b 7b .	101010100010	2722	Theoretical - No Known Name		Gb	0 2 4 6 10	7	E			
C E F# A# .	4	1 3 4# 6# .	100010100010	2210	Messiaen Truncated Mode 6 Inverse		C	0 4 6 10	1	A#		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C E Gb Bb .	4	1 3 5b 7b .	100010100010	2210	Messiaen Truncated Mode 6 Inverse?		Gb	0 4 6 10	7	E		http://oliviermessiaen.net/musical-language/messiaens-chord-and-harmonic-theory/	
C E Gb G A Bb .	6	1 3 5b 5 6 7b .	100010110110	2230	Raga Vutari (all b¢s)(India)?		Gb	0 4 6 7 9 10	7	E			
C E Gb G Bb .	5	1 3 5b 5 7b .	100010110010	2226	C7(b5) chord	Chord C7 (b12)	Gb	0 4 6 7 10	7	E			
C Db D F A B .	6	1 2b 2 4 6 7 .	111001000101	3653	Theoretical - No Known Name		Db	0 1 2 5 9 11	6	B			
C C# E G# A# B .	6	1 1# 3 5# 6# 7 .	110010001011	3211	Theoretical - No Known Name		C	0 1 4 8 10 11	1	A#			
C Db E F A B .	6	1 2b 3 4 6 7 .	110011000101	3269	Raga Vasanta, Chayavati (India)		Db	0 1 4 5 9 11	6	B			
C E G# A# B .	5	1 3 5# 6# 7 .	100010001011	2187	Theoretical - No Known Name		C	0 4 8 10 11	1	A#			
C Db E F B .	5	1 2b 3 4 7 .	110011000001	3265	Raga Megharanji (India)		Db	0 1 4 5 11	6	B			
C D E F# G Ab B .	7	1 2 3 4# 5 6b 7 .	101010111001	2745	Mela Latangi (India) (b6)		Ab	0 2 4 6 7 8 11	5	F#			
C Db E F G A B .	7	1 2b 3 4 5 6 7 .	110011010101	3285	Bhairubahar Thaat (India)		Db	0 1 4 5 7 9 11	6	B			
C D E F Gb A Bb .	7	1 2 3 4 5b 6 7b .	101011100110	2790	Mixolydian b5		Gb	0 2 4 5 6 9 10	7	E			
C E F# G# A# B .	6	1 3 4# 5# 6# 7 .	100010101011	2219	Theoretical - No Known Name		C	0 4 6 8 10 11	1	A#			
C Db F G A B .	6	1 2b 4 5 6 7 .	110001010101	3157	Raga Jivantika (India)		Db	0 1 5 7 9 11	6	B			
C Db E F G B .	6	1 2b 3 4 5 7 .	110011010001	3281	Raga Gaula (India)		Db	0 1 4 5 7 11	6	B			
C E F# A# B .	5	1 3 4# 6# 7 .	100010100011	2211	Theoretical - No Known Name		C	0 4 6 10 11 	1	A#			
C Db F G B .	5	1 2b 4 5 7 .	110001010001	3153	Raga Gauri (India)		Db	0 1 5 7 11	6	B			
C C# D# F# G# A A# B .	8	1 1# 2# 4# 5# 6 6# 7 .	110100101111	3375	Theoretical - No Known Name		C	0 1 3 6 8 9 10 11	1	A#			
C C# D# F# G# A A# .	7	1 1# 2# 4# 5# 6 6# .	110100101110	3374	Theoretical - No Known Name		C	0 1 3 6 8 9 10	1	A#			
C D Eb E Gb G .	6	1 2 3b 3 5b 5 .	101110110000	2992	Theoretical - No Known Name		Gb	0 2 3 4 6 7	7	E			
C C# D# G# A A# .	6	1 1# 2# 5# 6 6# .	110100001110	3342	Theoretical - No Known Name		C	0 1 3 8 9 10	1	A#			
